type,layer,length,x1,y1,x2,y2
LINE,S-RBAR,419.59,68802.63692693424,25585.2828359736,68383.0425855795,25585.2828359736
LINE,S-RBAR,8.0,68802.63692693424,25593.2828359736,68802.63692693424,25585.2828359736
LINE,S-RBAR,419.59,68802.63692693424,25787.72728041804,68383.0425855795,25787.72728041804
LINE,S-RBAR,419.59,68802.63692693424,25779.72728041804,68383.0425855795,25779.72728041804
LINE,S-RBAR,8.0,68802.63692693424,25787.72728041804,68802.63692693424,25779.72728041804
LINE,S-RBAR,419.59,68802.63692693424,25982.17172486248,68383.0425855795,25982.17172486248
LINE,S-RBAR,419.59,68802.63692693424,25974.17172486248,68383.0425855795,25974.17172486248
LINE,S-RBAR,8.0,68802.63692693424,25982.17172486248,68802.63692693424,25974.17172486248
LINE,S-RBAR,419.59,68802.63692693424,26176.61616930692,68383.0425855795,26176.61616930691
LINE,S-RBAR,419.59,68802.63692693424,26168.61616930692,68383.0425855795,26168.61616930692
LINE,S-RBAR,8.0,68802.63692693424,26176.61616930692,68802.63692693424,26168.61616930692
LINE,S-RBAR,419.59,68802.63692693424,26371.06061375136,68383.0425855795,26371.06061375135
LINE,S-RBAR,419.59,68802.63692693424,26363.06061375136,68383.0425855795,26363.06061375135
LINE,S-RBAR,8.0,68802.63692693424,26371.06061375136,68802.63692693424,26363.06061375136
LINE,S-RBAR,419.59,68802.63692693424,26565.5050581958,68383.0425855795,26565.50505819579
LINE,S-RBAR,419.59,68802.63692693424,26557.5050581958,68383.0425855795,26557.50505819579
LINE,S-RBAR,8.0,68802.63692693424,26565.5050581958,68802.63692693424,26557.5050581958
LINE,S-RBAR,419.59,68802.63692693424,26759.94950264024,68383.0425855795,26759.94950264023
LINE,S-RBAR,419.59,68802.63692693424,26751.94950264024,68383.0425855795,26751.94950264024
LINE,S-RBAR,8.0,68802.63692693424,26759.94950264024,68802.63692693424,26751.94950264024
LINE,S-RBAR,419.59,68802.63692693424,26954.39394708468,68383.0425855795,26954.39394708467
LINE,S-RBAR,419.59,68802.63692693424,26946.39394708468,68383.0425855795,26946.39394708468
LINE,S-RBAR,8.0,68802.63692693424,26954.39394708468,68802.63692693424,26946.39394708468
LINE,S-RBAR,0.47,68145.0425856408,27050.38884840807,68145.0425856408,27049.91576216899
LINE,S-RBAR,0.48,68161.0425856408,27050.3939470847,68161.0425856408,27049.91576216899
LINE,S-RBAR,9.4,68150.5704496858,27042.78549495435,68159.5147215958,27045.69166506637
LINE,S-RBAR,9.4,68159.5147215958,27045.69166506637,68159.5147215958,27055.09622910305
LINE,S-RBAR,9.4,68159.5147215958,27055.09622910305,68150.5704496858,27058.00239921507
LINE,S-RBAR,9.4,68150.5704496858,27058.00239921507,68145.0425856408,27050.39394708471
LINE,S-RBAR,9.4,68145.0425856408,27050.39394708471,68150.5704496858,27042.78549495435
LINE,S-RBAR,0.47,67260.04258564125,27050.38884840811,67260.04258564125,27049.91576216902
LINE,S-RBAR,0.48,67276.04258564125,27050.39394708474,67276.04258564125,27049.91576216902
LINE,S-RBAR,9.4,67265.57044968625,27042.78549495439,67274.51472159625,27045.69166506641
LINE,S-RBAR,9.4,67274.51472159625,27045.69166506641,67274.51472159625,27055.09622910309
LINE,S-RBAR,9.4,67274.51472159625,27055.09622910309,67265.57044968625,27058.00239921511
LINE,S-RBAR,9.4,67265.57044968625,27058.00239921511,67260.04258564123,27050.39394708475
LINE,S-RBAR,9.4,67260.04258564123,27050.39394708475,67265.57044968625,27042.78549495439
LINE,S-RBAR,0.47,66760.04258564125,27050.38884840807,66760.04258564125,27049.91576216899
LINE,S-RBAR,0.48,66776.04258564125,27050.3939470847,66776.04258564125,27049.91576216899
LINE,S-RBAR,9.4,66765.57044968625,27042.78549495435,66774.51472159624,27045.69166506637
LINE,S-RBAR,9.4,66774.51472159624,27045.69166506637,66774.51472159624,27055.09622910305
LINE,S-RBAR,9.4,66774.51472159624,27055.09622910305,66765.57044968625,27058.00239921507
LINE,S-RBAR,9.4,66765.57044968625,27058.00239921507,66760.04258564123,27050.39394708471
LINE,S-RBAR,9.4,66760.04258564123,27050.39394708471,66765.57044968625,27042.78549495435
LINE,S-RBAR,0.47,66260.04258564125,27050.38884840807,66260.04258564125,27049.91576216899
LINE,S-RBAR,0.48,66276.04258564125,27050.3939470847,66276.04258564125,27049.91576216899
LINE,S-RBAR,9.4,66265.57044968625,27042.78549495435,66274.51472159624,27045.69166506638
LINE,S-RBAR,9.4,66274.51472159624,27045.69166506638,66274.51472159624,27055.09622910305
LINE,S-RBAR,9.4,66274.51472159624,27055.09622910305,66265.57044968625,27058.00239921507
LINE,S-RBAR,9.4,66265.57044968625,27058.00239921507,66260.04258564123,27050.39394708471
LINE,S-RBAR,9.4,66260.04258564123,27050.39394708471,66265.57044968625,27042.78549495435
LINE,S-RBAR,0.47,65875.0425856408,27050.38884840807,65875.0425856408,27049.91576216899
LINE,S-RBAR,0.48,65891.04258564078,27050.3939470847,65891.04258564078,27049.91576216899
LINE,S-RBAR,9.4,65880.57044968578,27042.78549495435,65889.51472159578,27045.69166506637
LINE,S-RBAR,9.4,65889.51472159578,27045.69166506637,65889.51472159578,27055.09622910305
